Day,Month,Year,site_name,Zone,station,species,inflorescences,observer
11,september,2024,Lang Crossing,1Meadow,post2trail,Symphyotrichum sp,4,TC
11,september,2024,Lang Crossing,2Forest,PGEStump,NA,0,TC
11,september,2024,Lang Crossing,1Meadow,Serp1,NA,0,TC
11,september,2024,Lang Crossing,1Meadow,PinkBush,Hypericum perforatum,25,TC
11,september,2024,Lang Crossing,1Meadow,PinkBush,Verbascum thapsus,2,TC
11,september,2024,Lang Crossing,3Chap,Roadside3,Eriogonum wrightii,38,TC
27,september,2024,Sierra Valley,2Lava,fenceline,NA,0,TC
27,september,2024,Sierra Valley,2Lava,tree,NA,0,TC
27,september,2024,Sierra Valley,2Lava,cement,NA,0,TC
27,september,2024,Sierra Valley,1Road,sign,NA,0,TC
27,september,2024,Sierra Valley,1Road,turn out,NA,0,TC
27,september,2024,Sierra Valley,1Road,bittern,Convolvulus arvensis,128,TC
27,september,2024,Sierra Valley,1Road,alfalfaTurn,Medicago sativa,56,TC
27,september,2024,Sierra Valley,1Road,alfalfaTurn2,Ericameria nauseosa,4,TC
27,september,2024,Sierra Valley,1Road,niceLadyHouse,NA,0,TC
27,september,2024,Sierra Valley,1Road,stream,NA,0,TC
27,september,2024,Sierra Valley,1Road,mulesEars,NA,0,TC
27,september,2024,Sierra Valley,1Road,rabbit,Ericameria nauseosa,19,TC
27,september,2024,Sierra Valley,2Lava,fenceline,NA,0,TC
27,september,2024,Sierra Valley,2Lava,tree,NA,0,TC
27,september,2024,Sierra Valley,2Lava,cement,NA,0,TC
27,september,2024,Sierra Valley,1Road,sign,NA,0,TC
27,september,2024,Sierra Valley,1Road,turn out,NA,0,TC
27,september,2024,Sierra Valley,1Road,bittern,NA,0,TC
27,september,2024,Sierra Valley,1Road,alfalfaTurn,NA,0,TC
27,september,2024,Sierra Valley,1Road,alfalfaTurn2,Ericameria nauseosa,4,TC
27,september,2024,Sierra Valley,1Road,niceLadyHouse,NA,0,TC
27,september,2024,Sierra Valley,1Road,stream,NA,0,TC
27,september,2024,Sierra Valley,1Road,mulesEars,NA,0,TC
27,september,2024,Sierra Valley,1Road,rabbit,Ericameria nauseosa,50,TC
29,september,2024,Lang Crossing,3Chap,Roadside1,Eriogonum wrightii,26,TC
29,september,2024,Lang Crossing,3Chap,Roadside2,Eriogonum wrightii,360,TC
29,september,2024,Lang Crossing,1Meadow,MeadowStump,NA,0,TC
29,september,2024,Lang Crossing,1Meadow,stump2rock,NA,0,TC
29,september,2024,Lang Crossing,1Meadow,post2trail,NA,0,TC
29,september,2024,Lang Crossing,2Forest,PGEStump,NA,0,TC
29,september,2024,Lang Crossing,1Meadow,Serp1,NA,0,TC
29,september,2024,Lang Crossing,1Meadow,PinkBush,NA,0,TC
29,september,2024,Lang Crossing,3Chap,Roadside3,Eriogonum wrightii,440,TC
11,october,2024,Lang Crossing,3Chap,Roadside1,Eriogonum wrightii,3,TC
11,october,2024,Lang Crossing,3Chap,Roadside2,Eriogonum wrightii,69,TC
11,october,2024,Lang Crossing,1Meadow,MeadowStump,NA,0,TC
11,october,2024,Lang Crossing,1Meadow,stump2rock,NA,0,TC
11,october,2024,Lang Crossing,1Meadow,post2trail,NA,0,TC
11,october,2024,Lang Crossing,2Forest,PGEStump,NA,0,TC
11,october,2024,Lang Crossing,1Meadow,Serp1,NA,0,TC
11,october,2024,Lang Crossing,1Meadow,PinkBush,NA,0,TC
11,october,2024,Lang Crossing,3Chap,Roadside3,Eriogonum wrightii,33,TC
11,september,2024,Castle Peak,1LowForest,swamp,NA,0,TC
11,september,2024,Castle Peak,1LowForest,logs,Symphyotrichum sp,2,TC
11,september,2024,Castle Peak,1LowForest,logs,Sidalcea glaucescens,2,TC
11,september,2024,Castle Peak,1LowForest,skeeters,Eurybia integrifolia,70,TC
11,september,2024,Castle Peak,2CastleAscent,valeria,NA,0,TC
11,september,2024,Castle Peak,2CastleAscent,trail split,NA,0,TC
11,september,2024,Castle Peak,2CastleAscent,onion!,NA,0,TC
11,september,2024,Castle Peak,2CastleAscent,indra,NA,0,TC
11,september,2024,Castle Peak,3Ridge,pine alpine,NA,0,TC
11,september,2024,Castle Peak,5HighForest,elder,NA,0,TC
11,september,2024,Castle Peak,2CastleAscent,buckwheat,NA,0,TC
11,september,2024,Castle Peak,1LowForest,trickle ,Symphyotrichum sp,6,TC
11,september,2024,Castle Peak,1LowForest,trickle ,Asteraceae sp,25,TC
11,september,2024,Castle Peak,2CastleAscent,chryso,NA,0,TC
27,september,2024,Castle Peak,1LowForest,swamp,NA,0,TC
27,september,2024,Castle Peak,1LowForest,logs,NA,0,TC
27,september,2024,Castle Peak,1LowForest,skeeters,Eurybia integrifolia,1,TC
27,september,2024,Castle Peak,2CastleAscent,valeria,NA,0,TC
27,september,2024,Castle Peak,2CastleAscent,trail split,NA,0,TC
27,september,2024,Castle Peak,2CastleAscent,onion!,NA,0,TC
27,september,2024,Castle Peak,2CastleAscent,indra,NA,0,TC
27,september,2024,Castle Peak,3Ridge,pine alpine,NA,0,TC
27,september,2024,Castle Peak,5HighForest,elder,NA,0,TC
27,september,2024,Castle Peak,2CastleAscent,buckwheat,NA,0,TC
27,september,2024,Castle Peak,1LowForest,trickle ,Symphyotrichum sp,20,TC
27,september,2024,Castle Peak,2CastleAscent,chryso,NA,0,TC
11,september,2024,Donner Pass,1Tracks,access road,Sidalcea glaucescens,2,TC
11,september,2024,Donner Pass,1Tracks,baby tree,Hypericum perforatum,13,TC
11,september,2024,Donner Pass,1Tracks,baby tree,Symphyotrichum sp,10,TC
11,september,2024,Donner Pass,1Tracks,baby tree,Sidalcea glaucescens,2,TC
11,september,2024,Donner Pass,1Tracks,baby tree,Castilleja miniata,1,TC
11,september,2024,Donner Pass,1Tracks,small rock,NA,0,TC
11,september,2024,Donner Pass,1Tracks,rust,NA,0,TC
11,september,2024,Donner Pass,1Tracks,side road,Eriogonum nudum,8,TC
11,september,2024,Donner Pass,1Tracks,rail turnoff,NA,0,TC
11,september,2024,Donner Pass,2Meadow,picnic table,NA,0,TC
11,september,2024,Donner Pass,1Tracks,rail turnoff 2,NA,0,TC
11,september,2024,Donner Pass,3Bridge,snowshed,NA,0,TC
11,september,2024,Donner Pass,1Tracks,rabbitbrush,Ericameria nauseosa,492,TC
27,september,2024,Donner Pass,1Tracks,access road,NA,0,TC
27,september,2024,Donner Pass,1Tracks,baby tree,NA,0,TC
27,september,2024,Donner Pass,1Tracks,small rock,NA,0,TC
27,september,2024,Donner Pass,1Tracks,rust,NA,0,TC
27,september,2024,Donner Pass,1Tracks,side road,NA,0,TC
27,september,2024,Donner Pass,1Tracks,rail turnoff,NA,0,TC
27,september,2024,Donner Pass,2Meadow,picnic table,NA,0,TC
27,september,2024,Donner Pass,1Tracks,rail turnoff 2,NA,0,TC
27,september,2024,Donner Pass,3Bridge,snowshed,NA,0,TC
27,september,2024,Donner Pass,1Tracks,rabbitbrush,Ericameria nauseosa,280,TC
11,april,2023,Washington,2Serp,stump,Ranunculus occidentalis,1,MF
11,april,2023,Washington,2Serp,ditch,NA,NA,MF
11,april,2023,Washington,2Serp,yerba,NA,NA,MF
11,april,2023,Washington,1Valley,pipe,Erodium cicutarium,23,MF
11,april,2023,Washington,1Valley,lathyrus rock,NA,NA,MF
11,april,2023,Washington,1Valley,high rock,NA,NA,MF
20,april,2023,Sierra Valley,2Lava,fenceline,Viola beckwithii,2,TC
20,april,2023,Sierra Valley,2Lava,tree,NA,NA,TC
20,april,2023,Sierra Valley,2Lava,cement,NA,NA,TC
20,april,2023,Sierra Valley,2Lava,mulesEars,NA,NA,TC
20,april,2023,Sierra Valley,1Road,niceLadyHouse,NA,NA,TC
20,april,2023,Sierra Valley,1Road,sign,NA,NA,TC
20,april,2023,Sierra Valley,1Road,alfalfaTurn,NA,NA,TC
20,april,2023,Sierra Valley,1Road,alfalfaTurn2,NA,NA,TC
20,april,2023,Sierra Valley,1Road,turn out,NA,NA,TC
20,april,2023,Sierra Valley,1Road,bittern,NA,NA,TC
20,april,2023,Sierra Valley,1Road,rabbit,NA,NA,TC
20,april,2023,Sierra Valley,1Road,stream,NA,NA,TC
25,april,2023,Washington,2Serp,ditch,Ceanothus cuneatus,10,MF
25,april,2023,Washington,2Serp,stump,Lomatium utriculatum,5,MF
25,april,2023,Washington,2Serp,stump,Ranunculus occidentalis,45,MF
25,april,2023,Washington,2Serp,yerba,Viola purpurea,25,MF
25,april,2023,Washington,2Serp,yerba,Lomatium utriculatum,1,MF
25,april,2023,Washington,1Valley,pipe,Erodium cicutarium,90,MF
25,april,2023,Washington,1Valley,lathyrus rock,Ranunculus occidentalis,2,MF
25,april,2023,Washington,1Valley,high rock,Ranunculus occidentalis,2,MF
26,april,2023,Sierra Valley,2Lava,tree,NA,0,TC
26,april,2023,Sierra Valley,2Lava,fenceline,Balsamorhiza hookeri,1,TC
26,april,2023,Sierra Valley,2Lava,cement,NA,0,TC
26,april,2023,Sierra Valley,2Lava,mulesEars,NA,0,TC
26,april,2023,Sierra Valley,1Road,niceLadyHouse,Microsteris gracilis,25,TC
26,april,2023,Sierra Valley,1Road,niceLadyHouse,Collinsia parviflora,607,TC
26,april,2023,Sierra Valley,1Road,sign,Microsteris gracilis,11,TC
26,april,2023,Sierra Valley,1Road,sign,Collinsia parviflora,8,TC
26,april,2023,Sierra Valley,1Road,sign,Unknown1,3,TC
26,april,2023,Sierra Valley,1Road,alfalfaTurn,NA,0,TC
26,april,2023,Sierra Valley,1Road,alfalfaTurn2,NA,0,TC
26,april,2023,Sierra Valley,1Road,rabbit,NA,0,TC
26,april,2023,Sierra Valley,1Road,turn out,Collinsia parviflora,28,TC
26,april,2023,Sierra Valley,1Road,bittern,NA,0,TC
26,april,2023,Sierra Valley,1Road,stream,NA,0,TC
12,april,2023,Washington,2Serp,ditch,Ceanothus cuneatus,1400,MF
12,april,2023,Washington,2Serp,ditch,Cytisus scoparius,140,MF
12,april,2023,Washington,2Serp,stump,Lomatium utriculatum,20,MF
12,april,2023,Washington,2Serp,stump,Ranunculus occidentalis,135,MF
12,april,2023,Washington,2Serp,stump,Dichelostemma capitatum,4,MF
12,april,2023,Washington,2Serp,yerba,Sanicula tuberosa,16,MF
12,april,2023,Washington,2Serp,yerba,Ceanothus cuneatus,415,MF
12,april,2023,Washington,2Serp,yerba,Viola purpurea,108,MF
12,april,2023,Washington,1Valley,pipe,Dianthus deltoides,31,MF
12,april,2023,Washington,1Valley,pipe,Erodium cicutarium,86,MF
12,april,2023,Washington,1Valley,pipe,Plantago lanceolata,8,MF
12,april,2023,Washington,1Valley,lathyrus rock,Claytonia parviflora,49,MF
12,april,2023,Washington,1Valley,lathyrus rock,Ranunculus occidentalis,6,MF
12,april,2023,Washington,1Valley,lathyrus rock,Lupinus nanus,1,MF
12,april,2023,Washington,1Valley,lathyrus rock,Trifolium dubium,476,MF
12,april,2023,Washington,1Valley,high rock,Ranunculus occidentalis,9,MF
12,may,2023,Sierra Valley,2Lava,tree,Balsamorhiza hookeri,12,TC
12,may,2023,Sierra Valley,2Lava,fenceline,Balsamorhiza hookeri,26,TC
12,may,2023,Sierra Valley,2Lava,fenceline,Lomatium nudicaule,63,TC
12,may,2023,Sierra Valley,2Lava,fenceline,Erigeron compositus,1,TC
12,may,2023,Sierra Valley,2Lava,cement,Collinsia parviflora,2,TC
12,may,2023,Sierra Valley,2Lava,mulesEars,Allium sp,1,TC
12,may,2023,Sierra Valley,1Road,niceLadyHouse,Collinsia parviflora,497,TC
12,may,2023,Sierra Valley,1Road,niceLadyHouse,Microsteris gracilis,6,TC
12,may,2023,Sierra Valley,1Road,sign,Collinsia parviflora,427,TC
12,may,2023,Sierra Valley,1Road,sign,Ranunculus sp,1,TC
12,may,2023,Sierra Valley,1Road,sign,Plagiobothrys sp,15,TC
12,may,2023,Sierra Valley,1Road,sign,Taraxacum officinale,7,TC
12,may,2023,Sierra Valley,1Road,sign,Microsteris gracilis,145,TC
12,may,2023,Sierra Valley,1Road,sign,Lepidium campestre,3,TC
12,may,2023,Sierra Valley,1Road,sign,Nemophila sp,50,TC
12,may,2023,Sierra Valley,1Road,alfalfaTurn,NA,0,TC
12,may,2023,Sierra Valley,1Road,alfalfaTurn2,NA,0,TC
12,may,2023,Sierra Valley,1Road,rabbit,NA,0,TC
12,may,2023,Sierra Valley,1Road,turn out,Collinsia parviflora,8,TC
12,may,2023,Sierra Valley,1Road,bittern,Descuriana sophia,20,TC
12,may,2023,Sierra Valley,1Road,bittern,Lepidium campestre,1,TC
12,may,2023,Sierra Valley,1Road,stream,Taraxacum officinale,5,TC
15,may,2023,Lang Crossing,1Meadow,stump,NA,0,TC
15,may,2023,Lang Crossing,1Meadow,stump2rock,NA,0,TC
15,may,2023,Lang Crossing,1Meadow,post2trail,Claytonia sp,107,TC
15,may,2023,Lang Crossing,1Meadow,post2trail,Nemophila parviflora,11,TC
15,may,2023,Lang Crossing,1Meadow,PinkBush,Montia chamissoi,10,TC
15,may,2023,Lang Crossing,1Meadow,PinkBush,Collinsia parviflora,52,TC
15,may,2023,Lang Crossing,1Meadow,Serp1,NA,0,TC
15,may,2023,Lang Crossing,2Forest,PGEStump,Sanicula tuberosa,21,TC
15,may,2023,Lang Crossing,3Chap,Roadside1,NA,0,TC
15,may,2023,Lang Crossing,3Chap,Roadside2,Castilleja applegatei,1,TC
15,may,2023,Lang Crossing,3Chap,Roadside3,NA,0,TC
27,may,2023,Washington,1Valley,pipe,Plantago lanceolata,92,MF
27,may,2023,Washington,1Valley,pipe,Trifolium hirtum,355,MF
27,may,2023,Washington,1Valley,pipe,Daucus carota,1,MF
27,may,2023,Washington,1Valley,pipe,Madia gracilis,10,MF
27,may,2023,Washington,1Valley,pipe,Diplacus aurantiacus,2,MF
27,may,2023,Washington,1Valley,lathyrus rock,Lupinus nanus,6,MF
27,may,2023,Washington,1Valley,lathyrus rock,Trifolium hirtum,22,MF
27,may,2023,Washington,1Valley,lathyrus rock,Trifolium dubium,150,MF
27,may,2023,Washington,1Valley,high rock,Trifolium hirtum,350,MF
27,may,2023,Washington,2Serp,ditch,Cytisus scoparius,1040,MF
27,may,2023,Washington,2Serp,ditch,Dichelostemma capitatum,13,MF
27,may,2023,Washington,2Serp,ditch,Erigeron sp,4,MF
27,may,2023,Washington,2Serp,stump,Ranunculus occidentalis,157,MF
27,may,2023,Washington,2Serp,stump,Asclepias cordifolia,30,MF
27,may,2023,Washington,2Serp,stump,Lomatium utriculatum,2,MF
27,may,2023,Washington,2Serp,yerba,Eriodictyon sp,479,MF
27,may,2023,Washington,2Serp,yerba,Viola purpurea,67,MF
27,may,2023,Washington,2Serp,yerba,Erigeron sp,1,MF
29,may,2023,Lang Crossing,1Meadow,post2trail,Saxifraga sp,175,TC
29,may,2023,Lang Crossing,1Meadow,post2trail,Barbarea orthoceras,14,TC
29,may,2023,Lang Crossing,1Meadow,post2trail,Taraxacum officinale,2,TC
29,may,2023,Lang Crossing,1Meadow,stump2rock,Dicentra formosa,31,TC
29,may,2023,Lang Crossing,1Meadow,stump2rock,Rumex acetosella,9,TC
29,may,2023,Lang Crossing,1Meadow,stump2rock,Lepidium campestre,1,TC
29,may,2023,Lang Crossing,1Meadow,stump2rock,Microsteris gracilis,6,TC
29,may,2023,Lang Crossing,1Meadow,stump,Lepidium campestre,71,TC
29,may,2023,Lang Crossing,1Meadow,stump,Microsteris gracilis,118,TC
29,may,2023,Lang Crossing,1Meadow,stump,Rumex acetosella,18,TC
29,may,2023,Lang Crossing,1Meadow,PinkBush,Nemophila parviflora,164,TC
29,may,2023,Lang Crossing,1Meadow,PinkBush,Collinsia parviflora,57,TC
29,may,2023,Lang Crossing,1Meadow,PinkBush,Microsteris gracilis,1,TC
29,may,2023,Lang Crossing,1Meadow,Serp1,Rumex acetosella,196,TC
29,may,2023,Lang Crossing,1Meadow,Serp1,Calyptridium monospermum,17,TC
29,may,2023,Lang Crossing,2Forest,PGEStump,Rumex acetosella,180,TC
29,may,2023,Lang Crossing,2Forest,PGEStump,Sanicula tuberosa,43,TC
29,may,2023,Lang Crossing,2Forest,PGEStump,Microsteris gracilis,340,TC
29,may,2023,Lang Crossing,3Chap,Roadside3,Leptosiphon ciliatus,3,TC
29,may,2023,Lang Crossing,3Chap,Roadside2,Castilleja applegatei,24,TC
29,may,2023,Lang Crossing,3Chap,Roadside2,Erodium cicutarium,13,TC
29,may,2023,Lang Crossing,3Chap,Roadside2,Calyptridium monospermum,4,TC
29,may,2023,Lang Crossing,3Chap,Roadside2,Drymocallis glandulosa,2,TC
29,may,2023,Lang Crossing,3Chap,Roadside2,Eriophyllum lanatum,7,TC
29,may,2023,Lang Crossing,3Chap,Roadside1,Scleranthus annuus,12560,TC
29,may,2023,Lang Crossing,3Chap,Roadside1,Erodium cicutarium,3,TC
31,may,2023,Sierra Valley,2Lava,tree,Balsamorhiza hookeri,1,TC
31,may,2023,Sierra Valley,2Lava,tree,Erodium cicutarium,3,TC
31,may,2023,Sierra Valley,2Lava,tree,Crepis acuminata,2,TC
31,may,2023,Sierra Valley,2Lava,fenceline,Crepis acuminata,39,TC
31,may,2023,Sierra Valley,2Lava,fenceline,Lomatium nudicaule,63,TC
31,may,2023,Sierra Valley,2Lava,fenceline,Lupinus sp,3,TC
31,may,2023,Sierra Valley,2Lava,fenceline,Erigeron compositus,6,TC
31,may,2023,Sierra Valley,2Lava,fenceline,Erodium cicutarium,4,TC
31,may,2023,Sierra Valley,2Lava,fenceline,Clarkia sp,1,TC
31,may,2023,Sierra Valley,2Lava,cement,Allium validum,286,TC
31,may,2023,Sierra Valley,2Lava,cement,Rumex sp,4,TC
31,may,2023,Sierra Valley,2Lava,mulesEars,Phacelia heterophylla,61,TC
31,may,2023,Sierra Valley,2Lava,mulesEars,Allium validum,11,TC
31,may,2023,Sierra Valley,2Lava,mulesEars,Clarkia sp,1,TC
31,may,2023,Sierra Valley,1Road,niceLadyHouse,Lupinus sp,137,TC
31,may,2023,Sierra Valley,1Road,niceLadyHouse,Mentzelia albicaulis,69,TC
31,may,2023,Sierra Valley,1Road,sign,Ranunculus occidentalis,52,TC
31,may,2023,Sierra Valley,1Road,sign,Nemophila sp,8,TC
31,may,2023,Sierra Valley,1Road,sign,Plagiobothrys sp,81,TC
31,may,2023,Sierra Valley,1Road,alfalfaTurn,Medicago sativa,10,TC
31,may,2023,Sierra Valley,1Road,alfalfaTurn2,Prunus virginiana,187,TC
31,may,2023,Sierra Valley,1Road,alfalfaTurn2,Amelanchier sp,17,TC
31,may,2023,Sierra Valley,1Road,rabbit,NA,0,TC
31,may,2023,Sierra Valley,1Road,turn out,NA,0,TC
31,may,2023,Sierra Valley,1Road,bittern,Linum lewisii,42,TC
31,may,2023,Sierra Valley,1Road,bittern,Lepidium campestre,39,TC
31,may,2023,Sierra Valley,1Road,bittern,Descuriana sophia,15,TC
31,may,2023,Sierra Valley,1Road,swamp,Achillea millefolium,1,TC
31,may,2023,Sierra Valley,1Road,swamp,Cypheraceae sp,8,TC
13,june,2023,Washington,2Serp,ditch,Dichelostemma multiflorum,4,MF
13,june,2023,Washington,2Serp,ditch,Eriophyllum lanatum,108,MF
13,june,2023,Washington,2Serp,stump,Malacothrix saxatilis,71,MF
13,june,2023,Washington,2Serp,stump,Asclepias cordifolia,10,MF
13,june,2023,Washington,2Serp,stump,Eriophyllum lanatum,63,MF
13,june,2023,Washington,2Serp,stump,Dichelostemma multiflorum,10,MF
13,june,2023,Washington,2Serp,yerba,Dichelostemma multiflorum,4,MF
13,june,2023,Washington,2Serp,yerba,Eriodictyon sp,399,MF
13,june,2023,Washington,2Serp,yerba,Malacothrix saxatilis,61,MF
13,june,2023,Washington,1Valley,pipe,Plantago lanceolata,53,MF
13,june,2023,Washington,1Valley,pipe,Daucus carota,3,MF
13,june,2023,Washington,1Valley,lathyrus rock,Potentilla recta,4,MF
13,june,2023,Washington,1Valley,lathyrus rock,Lathyrus latifolius,70,MF
13,june,2023,Washington,1Valley,lathyrus rock,Hypericum perforatum,1,MF
13,june,2023,Washington,1Valley,high rock,Trifolium hirtum,35,MF
13,june,2023,Washington,1Valley,high rock,Rubus ulmifolius,1,MF
13,june,2023,Washington,1Valley,high rock,Hypericum perforatum,3,MF
14,june,2023,Sierra Valley,2Lava,tree,Erodium cicutarium,14,TC
14,june,2023,Sierra Valley,2Lava,tree,Crepis acuminata,10,TC
14,june,2023,Sierra Valley,2Lava,tree,Madia gracilis,1,TC
14,june,2023,Sierra Valley,2Lava,fenceline,Crepis acuminata,22,TC
14,june,2023,Sierra Valley,2Lava,fenceline,Erodium cicutarium,3,TC
14,june,2023,Sierra Valley,2Lava,fenceline,Lupinus sp,1,TC
14,june,2023,Sierra Valley,2Lava,cement,Ivesia gordonii,156,TC
14,june,2023,Sierra Valley,2Lava,cement,Rumex acetosella,4,TC
14,june,2023,Sierra Valley,2Lava,cement,Allium validum,28,TC
14,june,2023,Sierra Valley,2Lava,cement,Clarkia sp,2,TC
14,june,2023,Sierra Valley,2Lava,mulesEars,Wyethia mollis,32,TC
14,june,2023,Sierra Valley,2Lava,mulesEars,Phacelia heterophylla,299,TC
14,june,2023,Sierra Valley,2Lava,mulesEars,Erodium cicutarium,9,TC
14,june,2023,Sierra Valley,1Road,niceLadyHouse,Lupinus sp,293,TC
14,june,2023,Sierra Valley,1Road,niceLadyHouse,Madia elegans,55,TC
14,june,2023,Sierra Valley,1Road,niceLadyHouse,Mentzelia albicaulis,124,TC
14,june,2023,Sierra Valley,1Road,niceLadyHouse,Amsinckia sp,124,TC
14,june,2023,Sierra Valley,1Road,niceLadyHouse,Sisymbrium altissimum,5,TC
14,june,2023,Sierra Valley,1Road,sign,Ranunculus occidentalis,118,TC
14,june,2023,Sierra Valley,1Road,sign,Lepidium campestre,3,TC
14,june,2023,Sierra Valley,1Road,alfalfaTurn,Medicago sativa,263,TC
14,june,2023,Sierra Valley,1Road,alfalfaTurn2,Rosa sp,3,TC
14,june,2023,Sierra Valley,1Road,alfalfaTurn2,Sisymbrium altissimum,7,TC
14,june,2023,Sierra Valley,1Road,rabbit,Phacelia heterophylla,20,TC
14,june,2023,Sierra Valley,1Road,bittern,Convolvulus arvensis,114,TC
14,june,2023,Sierra Valley,1Road,bittern,Linum lewisii,1,TC
14,june,2023,Sierra Valley,1Road,bittern,Lepidium campestre,33,TC
14,june,2023,Sierra Valley,1Road,stream,Penstemon rydbergii,32,TC
14,june,2023,Sierra Valley,1Road,stream,Potentilla gracilis,87,TC
14,june,2023,Sierra Valley,1Road,stream,Achillea millefolium,1,TC
14,june,2023,Sierra Valley,1Road,stream,Trifolium sp,10,TC
14,june,2023,Sierra Valley,1Road,stream,Asteraceae sp,7,TC
15,june,2023,Lang Crossing,1Meadow,post2trail,Erythranthe guttata,69,TC
15,june,2023,Lang Crossing,1Meadow,post2trail,Boraginaceae sp,812,TC
15,june,2023,Lang Crossing,1Meadow,post2trail,Microsteris gracilis,308,TC
15,june,2023,Lang Crossing,1Meadow,post2trail,Claytonia sp,90,TC
15,june,2023,Lang Crossing,1Meadow,post2trail,Unknown1,48,TC
15,june,2023,Lang Crossing,1Meadow,stump2rock,Dicentra formosa,15,TC
15,june,2023,Lang Crossing,1Meadow,stump2rock,Lepidium campestre,28,TC
15,june,2023,Lang Crossing,1Meadow,stump2rock,Microsteris gracilis,41,TC
15,june,2023,Lang Crossing,1Meadow,stump2rock,Lathyrus vestitus,12,TC
15,june,2023,Lang Crossing,1Meadow,stump2rock,Rumex acetosella,24,TC
15,june,2023,Lang Crossing,1Meadow,MeadowStump,Rumex acetosella,124,TC
15,june,2023,Lang Crossing,1Meadow,MeadowStump,Lepidium campestre,187,TC
15,june,2023,Lang Crossing,1Meadow,MeadowStump,Achillea millefolium,13,TC
15,june,2023,Lang Crossing,1Meadow,MeadowStump,Potentilla gracilis,1,TC
15,june,2023,Lang Crossing,1Meadow,MeadowStump,Microsteris gracilis,97,TC
15,june,2023,Lang Crossing,1Meadow,PinkBush,Spiraea splendens,57,TC
15,june,2023,Lang Crossing,1Meadow,PinkBush,Nemophila parviflora,187,TC
15,june,2023,Lang Crossing,1Meadow,PinkBush,Potentilla gracilis,44,TC
15,june,2023,Lang Crossing,1Meadow,PinkBush,Veronica americana,12,TC
15,june,2023,Lang Crossing,1Meadow,Serp1,Calyptridium monospermum,12,TC
15,june,2023,Lang Crossing,1Meadow,Serp1,Diplacus torreyi,1,TC
15,june,2023,Lang Crossing,1Meadow,Serp1,Phacelia marcescens,65,TC
15,june,2023,Lang Crossing,1Meadow,Serp1,Rumex acetosella,357,TC
15,june,2023,Lang Crossing,2Forest,PGEStump,Rumex acetosella,275,TC
15,june,2023,Lang Crossing,2Forest,PGEStump,Diplacus torreyi,15,TC
15,june,2023,Lang Crossing,2Forest,PGEStump,Lupinus sp,92,TC
15,june,2023,Lang Crossing,2Forest,PGEStump,Unknown1,225,TC
15,june,2023,Lang Crossing,2Forest,PGEStump,Sanicula tuberosa,47,TC
15,june,2023,Lang Crossing,3Chap,Roadside3,Penstemon heterophyllus,15,TC
15,june,2023,Lang Crossing,3Chap,Roadside3,Plantago lanceolata,21,TC
15,june,2023,Lang Crossing,3Chap,Roadside3,Eriophyllum lanatum,57,TC
15,june,2023,Lang Crossing,3Chap,Roadside3,Leptosiphon ciliatus,34,TC
15,june,2023,Lang Crossing,3Chap,Roadside3,Eriodictyon californicum,27,TC
15,june,2023,Lang Crossing,3Chap,Roadside1,Lupinus stiversii,1,TC
15,june,2023,Lang Crossing,3Chap,Roadside1,Eriophyllum lanatum,27,TC
15,june,2023,Lang Crossing,3Chap,Roadside1,Trifolium hirtum,1,TC
15,june,2023,Lang Crossing,3Chap,Roadside1,Scleranthus annuus,12560,TC
15,june,2023,Lang Crossing,3Chap,Roadside2,Castilleja applegatei,21,TC
15,june,2023,Lang Crossing,3Chap,Roadside2,Eriophyllum lanatum,128,TC
15,june,2023,Lang Crossing,3Chap,Roadside2,Drymocallis glandulosa,18,TC
15,june,2023,Lang Crossing,3Chap,Roadside2,Eriodictyon californicum,112,TC
15,june,2023,Lang Crossing,3Chap,Roadside2,Microsteris gracilis,3,TC
15,june,2023,Lang Crossing,3Chap,Roadside2,Calyptridium monospermum,1,TC
25,june,2023,Donner Pass,1Tracks,access road,NA,NA,TC
25,june,2023,Donner Pass,1Tracks,baby tree,NA,0,TC
25,june,2023,Donner Pass,1Tracks,small rock,NA,0,TC
25,june,2023,Donner Pass,1Tracks,rust,NA,0,TC
25,june,2023,Donner Pass,1Tracks,rail turnoff,Delphinium andersonii,8,TC
25,june,2023,Donner Pass,1Tracks,rail turnoff,Prunus emarginata,358,TC
25,june,2023,Donner Pass,1Tracks,rail turnoff,Lupinus argenteus,9,TC
25,june,2023,Donner Pass,1Tracks,rail turnoff,Phacelia hastata,13,TC
25,june,2023,Donner Pass,1Tracks,side road,NA,0,TC
25,june,2023,Donner Pass,2Meadow,picnic table,NA,NA,TC
25,june,2023,Donner Pass,1Tracks,rail turnoff 2,Prunus emarginata,569,TC
25,june,2023,Donner Pass,1Tracks,rail turnoff 2,Lupinus argenteus,1,TC
25,june,2023,Donner Pass,3Bridge,snowshed,NA,0,TC
25,june,2023,Donner Pass,1Tracks,rabbitbrush,NA,NA,TC
26,june,2023,Sierra Valley,2Lava,tree,Madia gracilis,1,TC
26,june,2023,Sierra Valley,2Lava,tree,Erodium cicutarium,2,TC
26,june,2023,Sierra Valley,2Lava,fenceline,Erodium cicutarium,1,TC
26,june,2023,Sierra Valley,2Lava,cement,Ivesia gordonii,642,TC
26,june,2023,Sierra Valley,2Lava,cement,Navarretia squarrosa,120,TC
26,june,2023,Sierra Valley,2Lava,cement,Sisymbrium altissimum,3,TC
